"CASE";"SERIAL";"REF";"QUESTNNR";"MODE";"STARTED";"DM01";"DM01_07";"DM01_08";"DM02_01";"DM05";"DM06";"DM06_01";"DM06_02";"DM06_03";"DM06_04";"DM06_05";"DM06_06";"DM06_07";"DM06_08";"DM06_09";"DM06_10";"DM06_11";"DM06_11a";"DM07";"DM07_01";"DM07_02";"DM07_03";"DM07_04";"DM07_05";"O101_01";"O101_02";"O101_12";"O101_03";"O101_04";"O101_16";"O101_05";"O101_15";"O101_06";"O101_07";"O101_08";"O101_17";"O102_01";"O102_02";"O103_01";"O103_02";"O103_03";"O103_04";"O103_05";"O103_06";"S101";"S101_01";"S101_02";"S101_03";"S101_04";"S101_06";"S101_06a";"S103";"S110";"S104";"S104_01";"S104_02";"S104_03";"S104_04";"S104_05";"S104_07";"S104_08";"S104_09";"S104_09a";"S105";"S105_01";"S105_02";"S105_03";"S105_04";"S105_04a";"S111";"S111s";"S106";"S106_01";"S106_02";"S106_03";"S106_04";"S106_05";"S106_06";"S112";"S112_01";"S112_02";"S112_03";"S112_04";"S112_05";"S112_06";"S112_07";"S112_08";"S112_08a";"S113";"S201_02";"S201_03";"S201_04";"S201_06";"S201_09";"S201_01";"S201_10";"S202";"S203";"S203_01";"S203_02";"S203_03";"S203_04";"S203_08";"S203_07";"S203_05";"S203_06";"S203_06a";"S204_01";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME_SUM";"MAILSENT";"LASTDATA";"FINISHED";"Q_VIEWER";"LASTPAGE";"MAXPAGE";"MISSING";"MISSREL";"TIME_RSI";"DEG_TIME"
441;;;"base";"interview";2021-03-03 13:43:48;3;;;"10";5;1;1;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;5;2;4;6;6;2;4;5;3;6;6;2;1;1;4;4;3;-1;1;2;2;1;2;1;1;2;"Matlab";1;2;2;1;1;1;2;2;1;1;1;;1;2;1;1;1;;-2;"CC BY-SA";1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;1;5;6;6;4;2;5;5;4;-1;1;1;1;1;1;1;1;1;;;29;137;57;320;290;2503;986;;2021-03-03 14:39:24;1;0;6;6;2;2;0.46;0
443;;;"base";"interview";2021-03-03 13:50:47;2;;;"8";-1;2;2;1;1;1;1;1;1;1;1;1;2;"Natural hazards";1;1;2;1;1;1;4;3;5;4;4;3;4;2;2;6;5;2;2;2;5;6;3;6;6;1;1;1;1;1;2;1;;2;2;-1;1;1;1;1;1;1;1;1;;2;2;2;1;1;;-2;"Apache License";1;1;1;1;2;1;1;-1;1;1;1;1;1;1;1;1;;2;4;6;6;5;5;3;3;3;2;2;1;1;1;1;1;2;1;;"Institutional know-how passing on and being updated.";7;176;38;334;203;88;846;;2021-03-03 14:04:53;1;0;6;6;0;0;1.05;14
444;;;"base";"interview";2021-03-03 13:51:18;3;;;"10";6;1;2;1;1;1;1;1;1;1;1;1;1;;2;1;2;2;1;1;1;6;4;3;4;1;6;4;3;6;6;1;1;1;4;5;-1;6;4;1;2;1;1;2;2;1;;2;3;-1;1;1;1;1;1;1;1;1;;3;2;2;2;1;;-2;"MIT";1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;2;6;-1;5;-1;6;-1;-1;4;-1;1;1;1;1;1;1;1;1;;"Organize within the institution. Create side projects within the institution where researchers can actually work and publish their code together. Make these side projects mandatory.";4;348;4;152;144;173;825;;2021-03-03 14:05:03;1;0;6;6;0;0;1.57;80
447;;;"base";"interview";2021-03-03 14:06:46;3;;;"7";5;2;1;1;1;2;2;1;1;1;1;1;1;;1;1;1;2;1;1;-1;-1;4;4;5;2;3;4;5;6;4;4;2;2;5;5;5;5;3;5;2;1;1;1;2;2;"bash";1;1;-1;1;1;1;1;1;1;1;1;;2;2;2;1;1;;-2;"none";2;1;1;2;1;1;2;-1;1;1;1;1;1;1;1;1;;-1;6;6;5;5;5;5;4;4;2;1;2;1;1;1;1;2;1;;"From what I understood, for a researcher to be successful, he/she must publish as much new data and answer as much new questions as possible what let no space to test for reproducibility of previous works.";17;124;58;213;185;249;846;;2021-03-03 14:20:52;1;0;6;6;0;0;0.72;0
448;;;"base";"interview";2021-03-03 14:08:14;3;;;"30";5;1;1;1;1;1;1;1;1;2;1;1;1;;1;1;2;1;1;1;4;6;6;3;5;2;5;4;3;5;5;2;1;1;4;5;5;4;6;3;1;1;1;1;1;2;"matlab";1;1;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"BSD";1;1;1;1;1;1;2;3;2;2;1;2;1;1;1;1;;4;3;5;4;4;6;5;5;1;-1;1;1;1;1;1;1;1;1;;"build on scientific code of others, and develop it differentially (in the sense of changesets).";16;65;39;244;172;1719;689;;2021-03-03 14:45:49;1;0;6;6;0;0;0.77;2
455;;;"base";"interview";2021-03-03 14:27:09;3;;;"7";3;4;2;2;1;1;1;1;1;2;1;2;1;;2;2;2;1;1;1;3;4;5;4;3;4;5;4;4;5;3;2;2;2;5;4;4;5;6;4;1;1;1;2;1;1;;2;3;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"mit";1;1;1;1;1;1;2;5;2;2;2;2;2;1;1;1;;2;4;5;-1;-1;4;4;4;4;1;1;1;1;1;1;1;1;2;"Too shy, worried about code quality";"Move beyond the static paper and encourage to have the code as supplement, or do things like jupyter notebooks in addition or instead of a paper.";33;71;33;126;107;138;508;;2021-03-03 14:35:37;1;0;6;6;0;0;1.08;9
458;;;"base";"interview";2021-03-03 14:31:02;3;;;"16";3;2;2;1;1;1;1;1;1;1;2;1;1;;3;2;2;2;1;1;3;4;4;5;4;2;4;3;3;5;5;2;1;2;4;4;3;5;4;1;3;2;2;1;2;1;;2;3;2;1;1;2;1;2;1;1;1;;3;2;2;2;1;;-2;"GPL, PD, WTFPL";2;1;2;1;1;1;2;4;1;2;1;2;2;1;1;2;"PD, WTFPL";4;5;-1;-1;1;4;4;4;4;-1;1;1;1;1;1;1;1;1;;"Encourage / demand data & software to be published along with research papers.
Strengthen the role of peer-review (e.g. stronger acknowledge Publons) and post-publication review (see Pubpeer).";797;54;31;144;164;189;596;;2021-03-03 14:54:01;1;0;6;6;0;0;0.92;6
459;;;"base";"interview";2021-03-03 14:38:13;2;;;"5";6;4;2;1;1;2;2;1;1;2;1;1;1;;1;1;2;1;1;1;3;6;6;5;4;3;5;2;3;6;6;1;1;2;5;6;4;4;5;3;3;2;1;2;2;1;;1;1;2;1;2;1;1;2;1;1;1;;3;2;2;1;2;"Markdown";-2;"MIT license";3;1;2;1;1;2;2;3;2;1;1;2;2;1;1;1;;1;6;6;6;5;5;6;6;1;3;2;2;1;1;1;1;2;1;;"A big help would be to have code available as frequently as possible and it being part of the review process. Datasets should be easily made available. When those cannot be shared, present synthetic series and results to be replicated by the community.";24;67;37;218;271;278;895;;2021-03-03 14:53:08;1;0;6;6;0;0;0.76;1
493;;;"base";"interview";2021-03-03 16:32:32;5;;;"20";2;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;4;3;3;2;4;5;2;1;4;4;4;3;2;2;2;2;3;3;3;2;2;2;1;1;2;1;;2;5;1;1;1;2;1;1;1;1;1;;2;2;2;1;1;;-2;"none";1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;2;-1;2;2;2;-1;3;3;1;-2;1;1;1;1;1;1;1;1;;"none";534;48;24;81;450;60;677;;2021-03-03 16:52:29;1;0;6;6;0;0;1.34;31
494;;;"base";"interview";2021-03-03 19:02:26;1;;;"13";3;5;1;2;1;2;1;1;1;2;2;2;1;;3;2;2;2;1;1;6;5;5;5;4;5;5;5;3;6;6;4;1;1;4;4;6;4;5;4;2;2;1;2;1;1;;4;4;3;1;1;1;2;2;1;2;1;;1;1;2;1;1;;-2;"MATLAB";1;1;1;2;1;1;1;-2;1;1;1;1;1;1;1;1;;3;6;6;6;6;6;6;6;2;3;2;1;1;1;1;2;2;1;;"better document and provide online supportive course s";15;51;11;1457;205;78;538;;2021-03-03 19:32:44;1;0;6;6;0;0;1.36;28
500;;;"base";"interview";2021-03-03 20:17:14;2;;;"7";6;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;2;5;3;4;4;2;5;4;3;6;4;1;1;2;6;6;4;3;4;4;2;2;1;1;2;1;;2;3;-1;1;1;1;1;1;1;1;1;;2;2;2;1;1;;-2;"None";5;1;2;2;2;2;2;-1;1;1;1;1;1;1;1;1;;5;6;5;6;5;5;5;6;4;1;1;1;1;1;1;1;1;2;"Haven't published any yet";"Present your code to your lab mates, receive critiques";31;71;281;134;112;97;476;;2021-03-03 20:29:20;1;0;6;6;0;0;1;12
502;;;"base";"interview";2021-03-03 21:13:07;1;;;"7";6;4;2;1;1;2;1;2;1;1;2;1;1;;1;1;2;1;1;1;2;5;3;5;6;3;3;3;5;6;4;2;2;1;4;6;2;2;5;2;2;1;1;2;2;1;;1;2;1;1;1;1;1;2;1;1;1;;1;1;2;1;1;;-2;"none";2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;;3;5;6;4;2;5;4;5;1;1;1;1;2;1;1;1;1;1;;"Require reproducibility by funding agencies. ";7;102;38;197;212;152;708;;2021-03-03 21:24:55;1;0;6;6;0;0;1.04;8
512;;;"base";"interview";2021-03-04 08:23:20;2;;;"3";3;1;2;1;1;1;1;1;1;1;1;1;1;;2;2;2;1;1;1;2;6;5;4;5;2;3;4;4;4;4;3;2;1;6;6;3;3;5;6;2;1;1;2;1;2;"Matlab";3;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;2;2;1;1;1;-1;1;1;1;1;1;1;1;1;;4;5;5;4;3;4;5;5;4;1;1;1;1;1;1;1;1;2;"I don?t know if it would be useful";"Emphasize documentation, read-me?s. Transfer of information after someone finishes a PhD is so lacking because people are normally scrambling to finish, and don?t think to put their models in a shared drive";6;92;22;97;218;119;554;;2021-03-04 08:32:34;1;0;6;6;0;0;1.41;24
521;;;"base";"interview";2021-03-04 17:12:28;9;;;"20";1;3;2;1;1;1;1;1;1;1;2;2;1;;2;1;2;2;1;1;2;3;2;3;4;5;2;5;4;6;5;1;2;2;5;5;5;5;5;2;1;1;1;2;1;1;;2;5;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-2;"none";2;1;2;1;1;1;2;-1;1;1;1;1;1;1;1;1;;5;6;2;6;4;-1;5;5;4;5;2;2;1;1;2;2;2;1;;"I am overwhelmed with the endless variety of licenses, programing languages, sharing repositories, the constant migration towards newer approaches that make older ones obsolete. I don't know how to, but if this could be streamlined it would be most useful to me. The community would need to agree to some standard sharing norms that we all should follow.";23;84;56;356;281;655;1455;;2021-03-04 17:36:44;1;0;6;6;0;0;0.57;0
529;;;"base";"interview";2021-03-05 14:02:47;3;;;"18";6;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;3;3;5;5;5;2;5;3;1;6;6;2;1;1;5;5;2;5;5;2;2;1;1;2;2;1;;3;1;2;1;1;2;2;1;1;1;1;;3;2;2;2;1;;-2;"GNU General Public License (GPL)";1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;3;5;5;5;5;5;5;5;3;2;1;2;1;1;1;2;1;1;;"only reproducible Research for publication";36;77;6;145;114;94;472;;2021-03-05 14:10:39;1;0;6;6;0;0;1.45;45
530;;;"base";"interview";2021-03-05 15:19:06;8;;"project leader (after Post-Doc)";"8";4;3;2;2;1;1;1;1;1;1;1;1;2;"hydrogeology";1;1;1;1;1;2;5;3;4;5;4;4;3;5;4;3;3;3;2;2;3;3;3;3;5;-1;2;1;1;2;2;1;;2;3;1;1;1;1;2;1;1;1;1;;1;1;2;1;1;;-1;;5;1;2;2;2;2;2;3;1;1;1;2;1;2;2;1;;-1;5;5;5;-1;-1;5;5;4;-3;1;1;1;1;1;1;1;1;;"-";13862;103;31;1521;170;65;561;;2021-03-05 19:41:38;1;0;6;6;0;0;0.86;11
532;;;"base";"interview";2021-03-05 18:47:37;2;;;"7 ";1;2;2;1;1;1;1;1;1;2;1;1;1;;2;1;2;2;1;1;2;5;5;5;4;5;5;4;4;4;4;2;1;1;5;5;5;6;6;5;2;1;2;1;2;1;;1;4;3;1;2;1;2;1;1;2;1;;1;2;1;1;1;;-1;;1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;4;6;5;5;2;4;6;6;3;-3;1;1;1;1;1;1;1;1;;;156;4903;91;1814;1545;135;658;;2021-03-05 21:11:41;1;0;6;6;2;2;0.3;1
535;;;"base";"interview";2021-03-05 20:06:21;3;;;"9";5;1;1;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;2;5;6;6;5;3;6;2;2;6;6;1;2;1;6;6;3;5;5;3;1;1;1;1;2;1;;1;1;5;1;2;2;1;2;1;2;2;"Continuous Integration";2;2;1;1;2;"Continuous Integration tools: TravisCI, CircleCI";-2;"MIT license";2;1;2;1;1;1;2;2;1;1;1;2;2;1;1;1;;2;6;6;6;4;5;-1;-1;3;-1;1;1;1;1;1;1;1;1;;"A lot of today's scientific endeavor is performed through a process akin to software development yet there is a blatant gap between the standards to which scientific code and industry code are held to. For the sake of reproducibility and as a service to many graduates that will pursue a career in the private sector, industry standards should be taught and enforced. Publishing code and data is not enough if the authors are the only persons able to make sense of it. Versioning, packaging, long-form documentation, testing, continuous integration and deployment should become widely accepted standards in scientific software development as they have become in the private sector.";10;106;15;886;164;316;1497;;2021-03-05 20:31:19;1;0;6;6;0;0;0.98;12
538;;;"base";"interview";2021-03-05 20:45:31;7;"Water Agency Scientist/Engineer";;"2";5;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;2;5;4;2;3;3;4;5;3;-1;3;4;1;2;4;6;5;3;2;4;3;1;1;2;2;2;"matlab";2;3;-1;1;1;1;1;1;1;1;1;;2;2;2;1;1;;-2;"none";3;1;1;2;2;1;2;-1;1;1;1;1;1;1;1;1;;3;6;2;4;5;4;6;-1;4;3;1;1;1;1;2;2;2;1;;"Encourage standards / best practices for developing, documenting, and archiving code, including scripts for pre-/post-processing inputs/output data.";19;92;21;148;111;136;527;;2021-03-05 20:54:18;1;0;6;6;0;0;1.14;11
539;;;"base";"interview";2021-03-05 21:07:17;6;;;"2";3;1;2;1;1;1;1;1;1;1;1;1;1;;2;2;2;1;1;1;5;2;2;5;5;3;5;1;1;5;5;1;2;1;1;2;3;4;1;1;3;2;1;2;2;1;;4;1;1;1;1;1;1;2;1;1;1;;1;1;1;1;2;"Cloud drive storage such as Box to maintain an archive of previous versions";-2;"none";2;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;;3;5;4;2;2;2;1;2;4;1;1;1;1;1;1;1;1;2;"Haven't come to completion of PhD projects yet, but I plant to make everything open source";"I have moved into programming in a way that tries to always start from the barebones of the data and maybe hiding sections later but always keeping it in a direct line of order so people can see the transformation of the source data directly before being applied into a model. Rather than transforming and cleaning the data up in one step and then presenting this data because this can cause issues with reproducibility as there will be a raw and cleaned data set but not always a clear distinction on which should be submitted.";32;52;15;150;182;225;656;;2021-03-05 21:18:13;1;0;6;6;0;0;1.13;15
541;;;"base";"interview";2021-03-05 22:34:29;2;;;"7";6;4;2;1;2;1;1;1;1;1;2;2;1;;3;1;2;2;1;2;3;5;5;5;4;2;5;4;2;6;5;3;1;1;4;6;3;6;5;5;2;1;1;2;2;1;;3;3;2;1;1;1;2;2;1;1;1;;1;2;1;1;1;;-1;;4;1;2;2;2;1;2;2;2;1;1;1;1;1;2;1;;3;3;6;5;4;4;2;2;3;-1;1;1;1;1;1;1;1;1;;"Code review within my research group has been an incredible process for improving the readability, structure, and best practices of my code. Code review events or conferences might be a good way to improve reproducibility.";25;111;3;111;152;365;767;;2021-03-05 22:47:16;1;0;6;6;0;0;1.23;83
543;;;"base";"interview";2021-03-06 00:39:39;2;;;"3";4;1;1;1;1;1;1;1;1;1;2;1;1;;1;1;2;1;1;1;4;5;2;6;4;4;5;1;1;6;5;2;1;2;5;6;6;6;6;2;1;1;1;2;1;1;;5;1;1;1;1;1;1;2;1;1;1;;1;2;1;1;1;;-2;"none";2;1;2;1;1;1;2;-1;1;1;1;1;1;1;1;1;;4;5;5;6;6;6;6;6;1;-1;1;1;1;1;1;1;1;1;;"Give researchers the resources they need to learn to produce readable, well documented code and have consistent standards across journals regarding code and data availability.";9;42;12;117;104;147;431;;2021-03-06 00:46:50;1;0;6;6;0;0;1.69;34
546;;;"base";"interview";2021-03-06 06:48:58;2;;;"4";5;2;2;1;1;1;1;1;1;1;2;1;1;;1;1;2;1;1;1;5;2;2;6;5;4;4;3;2;6;5;4;1;2;5;5;5;5;5;5;3;1;2;2;2;1;;2;2;2;1;1;1;2;2;1;1;1;;1;2;1;1;1;;-1;;2;1;2;1;1;1;2;-2;1;1;1;1;1;1;1;1;;3;5;5;5;5;5;5;5;1;3;2;2;1;1;1;2;1;1;;"Make a common aggreement ";8;71;5;227;30235;77;550;;2021-03-06 15:19:21;1;0;6;6;0;0;1.44;59
547;;;"base";"interview";2021-03-06 11:50:28;3;;;"10";5;4;2;1;1;1;1;1;1;2;2;2;1;;3;1;2;2;1;2;4;5;5;5;4;3;6;3;3;5;5;5;1;1;5;4;5;5;5;5;2;1;1;2;1;2;"Matlab";2;2;1;1;2;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";2;1;2;1;1;1;2;2;1;1;1;2;1;1;2;1;;2;6;4;4;6;4;6;6;4;1;1;1;1;1;1;1;2;1;;"Open access code, git versioning, data repository (even included in git LFS), collaborated in a structured agile development workspace";4819;88;2;212;201;172;689;;2021-03-06 13:22:03;1;0;6;6;0;0;1.07;83
549;;;"base";"interview";2021-03-06 20:47:56;2;;;"5";3;2;2;2;1;1;1;1;1;1;1;1;1;;2;1;2;2;1;1;4;3;5;4;4;2;3;4;3;5;3;2;2;2;2;5;2;4;4;4;1;1;1;2;1;1;;2;3;3;1;1;2;2;2;1;1;1;;2;2;2;1;1;;-2;"none";2;1;1;1;1;2;2;-1;1;1;1;1;1;1;1;1;;3;4;6;5;3;5;6;6;3;-3;1;1;1;1;1;1;1;1;;"Include more code in papers and describe it
Better/required documentation";42;81;31;118;162;80;514;;2021-03-06 20:56:30;1;0;6;6;0;0;1.12;12
560;;;"base";"interview";2021-03-08 11:58:31;3;;;"6";3;2;1;1;1;2;1;1;1;1;2;1;1;;1;1;1;2;1;1;4;3;2;5;4;4;2;2;2;4;5;1;2;2;5;5;2;4;4;5;1;1;1;1;2;1;;2;4;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;3;5;5;5;4;3;6;6;4;-1;1;1;1;1;1;1;1;1;;"Enforcing coding practices (documentation)
";12;53;29;130;96;137;457;;2021-03-08 12:06:08;1;0;6;6;0;0;1.31;16
594;;;"base";"interview";2021-03-09 13:45:47;5;;;"26";3;1;2;1;1;1;1;1;1;1;1;1;1;;3;2;2;2;1;1;4;3;3;5;4;5;5;4;1;5;4;2;1;1;3;1;2;3;3;3;3;1;2;2;2;1;;3;4;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;;-1;;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;;3;-1;-1;-1;-1;-1;-1;-1;4;1;1;1;1;1;2;1;1;1;;"Share codes or softwares but overall share the input files.";3;74;4;165;150;106;502;;2021-03-09 13:54:09;1;0;6;6;0;0;1.78;92
604;;;"base";"interview";2021-03-09 15:43:58;5;;;"30";5;2;2;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;3;4;4;3;3;4;6;4;1;6;6;2;1;1;5;6;4;6;5;5;4;1;2;2;2;2;"Java";1;2;4;1;1;1;2;2;2;2;1;;3;2;2;2;1;;-2;"Gpl v3";1;1;1;1;1;1;2;4;2;1;2;2;2;1;1;1;;3;5;5;6;6;5;3;3;1;-1;1;1;1;1;1;1;1;1;;"Do not publish papers that relying on code and data do not provide them.";9;94;36;198;203;116;656;;2021-03-09 15:54:55;1;0;6;6;0;0;1.04;7
616;;;"base";"interview";2021-03-09 18:16:33;9;;;"30";3;1;1;1;1;1;1;1;1;1;2;1;1;;1;1;2;1;1;1;2;4;5;5;5;2;5;4;1;6;6;1;1;1;4;5;4;6;6;3;2;1;1;2;2;1;;1;1;4;1;1;2;2;2;2;1;1;;3;2;2;2;1;;-2;"GPL, MIT";3;1;2;1;1;2;2;2;1;1;1;2;2;1;1;1;;-1;2;2;2;3;4;2;4;3;1;1;1;1;1;2;1;1;1;;"Stop using proprietary close-source software. Ever.";11;40;3;81;86;59;280;;2021-03-09 18:21:13;1;0;6;6;0;0;2.15;119
620;;;"base";"interview";2021-03-10 01:42:18;7;"Faculty lecturer";;"20";5;1;1;1;2;1;1;1;1;1;1;1;1;;1;1;1;1;1;2;2;6;1;4;5;2;6;1;1;6;6;5;2;2;6;4;2;6;-1;3;1;1;1;1;2;1;;1;2;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;;-2;"CC";3;1;1;1;2;2;2;-1;1;1;1;1;1;1;1;1;;4;6;6;3;4;6;6;6;1;-1;1;1;1;1;1;1;1;1;;;6;136;37;162;146;365;852;;2021-03-10 01:56:30;1;0;6;6;2;2;1.06;13
622;;;"base";"interview";2021-03-10 09:16:20;2;;;"4";1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;2;4;5;6;4;5;5;1;2;4;3;2;2;1;4;5;3;5;6;4;3;1;2;1;2;2;"MatLab";5;-2;-1;1;1;1;1;1;1;1;1;;2;2;2;1;1;;-1;;5;1;2;2;2;2;2;-1;1;1;1;1;1;1;1;1;;4;5;2;6;6;3;5;6;3;-3;1;1;1;1;1;1;1;1;;"The models that we use need to be open-source. Also, sharing the scripts (e.g. via GitHub) that we use for data post-processing would be useful and maybe even necessary.";91;157;95;1926;406;305;1232;;2021-03-10 10:06:00;1;0;6;6;0;0;0.33;0
623;;;"base";"interview";2021-03-10 10:06:15;1;;;"15";5;3;1;1;1;1;2;1;1;1;2;2;1;;1;1;2;1;1;1;2;5;3;3;4;3;3;4;2;5;3;1;2;1;4;4;4;5;4;-1;3;1;1;2;2;2;"Linux bash";1;2;1;2;1;1;1;1;1;1;1;;2;2;2;1;1;;-2;"GNU General Public License (GPL)";3;1;1;1;2;2;2;3;2;1;1;1;2;1;2;1;;4;5;2;4;4;1;4;4;3;4;1;1;2;2;2;2;1;1;;"Make reproducibility more understood by management and funding agencies";23;39;3;79;79;68;291;;2021-03-10 10:11:07;1;0;6;6;0;0;2.03;116
629;;;"base";"interview";2021-03-10 13:34:42;1;;;"19";5;6;2;1;1;2;2;1;2;1;2;2;1;;2;2;2;1;1;1;1;6;6;4;3;2;5;4;4;6;5;2;1;1;4;4;4;5;5;4;2;2;1;2;1;1;;2;2;4;1;1;2;2;2;1;2;1;;3;2;2;2;1;;-2;"GPL, MIT";2;1;1;1;2;1;2;2;1;1;1;2;2;1;1;1;;3;4;5;5;4;4;5;5;1;-1;1;1;1;1;1;1;1;1;;"Journals should mandate reproducibility and include it in the review process.";14;80;41;166;179;119;599;;2021-03-10 13:44:41;1;0;6;6;0;0;1;3
634;;;"base";"interview";2021-03-10 14:58:37;9;;;"15";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;3;6;5;5;3;2;5;3;1;6;5;2;1;1;6;6;3;5;4;3;3;1;1;2;2;2;"matlab";2;4;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;;-2;"mit, ah hoc";3;1;2;2;1;1;2;2;1;1;1;2;2;1;1;1;;3;5;6;4;-1;4;5;5;3;-1;1;1;1;1;1;1;1;1;;"reward more the work that helps achieving reproducibility! for istance at the moment a paper presenting a new, clearer implementation of existing models/methods would have a hard time being published (reviewers would say ""it's not new!"") though it could be very impactful. Whereas a paper presenting a ""new"" model/method, which maybe is only a small incremental addition to an existing one, will be much easier to publish, and even more so if it is coded in a ""new"" package, which however only add to the complexity and fragmentation of the landscape! ";5;57;25;113;104;507;811;;2021-03-10 15:12:08;1;0;6;6;0;0;1.47;30
676;;;"base";"interview";2021-03-11 10:54:32;3;;;"15";6;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;2;4;5;6;6;4;5;4;1;6;6;5;1;1;5;6;5;6;6;3;3;1;2;2;2;1;;1;1;3;1;1;1;2;2;1;2;1;;3;2;2;2;1;;-2;"???";3;1;2;1;1;2;2;3;1;1;1;2;2;1;2;1;;3;6;5;4;4;5;6;6;1;-1;1;1;1;1;1;1;1;1;;;3;41;21;154;103;70;392;;2021-03-11 11:01:04;1;0;6;6;2;2;1.88;58
680;;;"base";"interview";2021-03-11 10:56:45;5;;;"10";5;4;2;2;1;1;1;1;1;2;2;1;1;;3;2;2;2;1;1;3;6;4;6;3;1;5;1;1;6;6;2;1;1;5;4;4;6;4;4;5;2;2;2;2;2;"Matlab";1;1;2;1;1;1;2;1;1;2;1;;1;2;1;1;1;;-1;;3;1;2;2;1;1;2;-1;1;1;1;1;1;1;1;1;;3;1;1;6;1;1;4;4;4;-1;1;1;1;1;1;1;1;1;;"We are moving towards the right direction. Code should be attached to publications along with ALL input data and the reviewers should be able just to run it to see if it works, if it generates the same outputs presented in the paper and eventually to check if all steps are correctly implemented. ";4;62;7;125;127;149;474;;2021-03-11 11:04:39;1;0;6;6;0;0;1.83;58
683;;;"base";"interview";2021-03-11 11:03:59;3;;;"12";5;6;2;2;1;2;1;2;1;1;2;2;1;;3;2;2;2;1;1;2;5;1;6;2;1;6;4;2;6;6;1;1;1;5;5;6;6;6;6;1;1;1;1;2;1;;2;1;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;;-2;"none";1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;3;6;4;3;3;3;5;5;1;4;2;2;2;1;1;1;2;1;;"Just share the code with good documentation and comments. So many high impact journals have no code documentation at all (even recent ones, despite apparent journal requirements). There is a huge burden of time for researchers to do this, though. ";82;56;8;95;74;196;511;;2021-03-11 11:12:30;1;0;6;6;0;0;1.57;44
685;;;"base";"interview";2021-03-11 11:04:33;3;;;"7";5;4;1;1;1;2;1;1;1;2;2;2;1;;2;2;1;2;1;1;3;2;2;5;4;4;2;1;1;5;5;2;2;2;3;3;4;2;3;4;2;1;1;1;2;2;"shell";5;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";2;1;1;2;1;1;2;-1;1;1;1;1;1;1;1;1;;3;2;2;3;2;3;2;4;4;1;1;1;1;1;1;1;1;2;"not good enough to publish";"More classes at university level on coding and/or workshops for more advanced researchers";49;83;35;180;145;164;656;;2021-03-11 11:15:29;1;0;6;6;0;0;0.86;1
686;;;"base";"interview";2021-03-11 11:07:02;3;;;"7";5;2;2;1;1;2;1;1;1;1;1;1;1;;1;2;1;1;1;1;3;5;3;5;5;1;4;3;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;;5;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";-1;1;1;1;1;1;1;-1;1;1;1;1;1;1;1;1;;-1;2;5;5;4;4;2;2;4;-3;1;1;1;1;1;1;1;1;;"Include the code as annnex to the manuscript with a clear description of the steps used to get to the presented results (i.e. imputs, paramenters type and values, followed procedure, exceptions, approximations...)";22;108;63;215;149;273;830;;2021-03-11 11:20:52;1;0;6;6;0;0;0.72;1
